series_id        year        period        value        footnote_codes
JTS00000000JOR           2007        M09                 3.2
JTS00000000JOR           2007        M10                 3.0
JTS00000000JOR           2007        M11                 2.9
JTS00000000JOR           2007        M12                 2.9
JTS00000000JOR           2008        M01                 3.0
JTS00000000JOR           2008        M02                 2.8
JTS00000000JOR           2008        M03                 2.8
JTS00000000JOR           2008        M04                 2.9
JTS00000000JOR           2008        M05                 2.8
JTS00000000JOR           2008        M06                 2.7
JTS00000000JOR           2008        M07                 2.7
JTS00000000JOR           2008        M08                 2.6
JTS00000000JOR           2008        M09                 2.3
JTS00000000JOR           2008        M10                 2.4
JTS00000000JOR           2008        M11                 2.1
JTS00000000JOR           2008        M12                 2.1
JTS00000000JOR           2009        M01                 2.0
JTS00000000JOR           2009        M02                 2.1
JTS00000000JOR           2009        M03                 1.8
JTS00000000JOR           2009        M04                 1.8
JTS00000000JOR           2009        M05                 1.8
JTS00000000JOR           2009        M06                 1.8
JTS00000000JOR           2009        M07                 1.7
JTS00000000JOR           2009        M08                 1.7
JTS00000000JOR           2009        M09                 1.9
JTS00000000JOR           2009        M10                 1.8
JTS00000000JOR           2009        M11                 1.8
JTS00000000JOR           2009        M12                 1.8
JTS00000000JOR           2010        M01                 2.0
JTS00000000JOR           2010        M02                 1.9
JTS00000000JOR           2010        M03                 2.0
JTS00000000JOR           2010        M04                 2.4
JTS00000000JOR           2010        M05                 2.2
JTS00000000JOR           2010        M06                 2.0
JTS00000000JOR           2010        M07                 2.2
JTS00000000JOR           2010        M08                 2.2
JTS00000000JOR           2010        M09                 2.1
JTS00000000JOR           2010        M10                 2.3
JTS00000000JOR           2010        M11                 2.2
JTS00000000JOR           2010        M12                 2.1
JTS00000000JOR           2011        M01                 2.2
JTS00000000JOR           2011        M02                 2.3
JTS00000000JOR           2011        M03                 2.3
JTS00000000JOR           2011        M04                 2.4
JTS00000000JOR           2011        M05                 2.3
JTS00000000JOR           2011        M06                 2.4
JTS00000000JOR           2011        M07                 2.6
JTS00000000JOR           2011        M08                 2.3
JTS00000000JOR           2011        M09                 2.6
JTS00000000JOR           2011        M10                 2.5
JTS00000000JOR           2011        M11                 2.3
JTS00000000JOR           2011        M12                 2.5
JTS00000000JOR           2012        M01                 2.7
JTS00000000JOR           2012        M02                 2.6
JTS00000000JOR           2012        M03                 2.8
JTS00000000JOR           2012        M04                 2.6
JTS00000000JOR           2012        M05                 2.7
JTS00000000JOR           2012        M06                 2.8
JTS00000000JOR           2012        M07                 2.7
JTS00000000JOR           2012        M08                 2.7
JTS00000000JOR           2012        M09                 2.6
JTS00000000JOR           2012        M10                 2.7
JTS00000000JOR           2012        M11                 2.5
JTS00000000JOR           2012        M12                 2.6
JTS00000000JOR           2013        M01                 2.7
JTS00000000JOR           2013        M02                 2.8
JTS00000000JOR           2013        M03                 2.8
JTS00000000JOR           2013        M04                 2.8
JTS00000000JOR           2013        M05                 2.8
JTS00000000JOR           2013        M06                 2.8
JTS00000000JOR           2013        M07                 2.8
JTS00000000JOR           2013        M08                 2.8
JTS00000000JOR           2013        M09                 2.8
JTS00000000JOR           2013        M10                 2.9
JTS00000000JOR           2013        M11                 2.7
JTS00000000JOR           2013        M12                 2.7
JTS00000000JOR           2014        M01                 2.8
JTS00000000JOR           2014        M02                 2.9
JTS00000000JOR           2014        M03                 2.9
JTS00000000JOR           2014        M04                 3.2
JTS00000000JOR           2014        M05                 3.2
JTS00000000JOR           2014        M06                 3.3
JTS00000000JOR           2014        M07                 3.2
JTS00000000JOR           2014        M08                 3.5
JTS00000000JOR           2014        M09                 3.2
JTS00000000JOR           2014        M10                 3.4
JTS00000000JOR           2014        M11                 3.2
JTS00000000JOR           2014        M12                 3.3
JTS00000000JOR           2015        M01                 3.5
JTS00000000JOR           2015        M02                 3.5
JTS00000000JOR           2015        M03                 3.5
JTS00000000JOR           2015        M04                 3.8
JTS00000000JOR           2015        M05                 3.7
JTS00000000JOR           2015        M06                 3.5
JTS00000000JOR           2015        M07                 4.0
JTS00000000JOR           2015        M08                 3.7
JTS00000000JOR           2015        M09                 3.7
JTS00000000JOR           2015        M10                 3.7
JTS00000000JOR           2015        M11                 3.5
JTS00000000JOR           2015        M12                 3.6
JTS00000000JOR           2016        M01                 3.8
JTS00000000JOR           2016        M02                 3.7
JTS00000000JOR           2016        M03                 3.9
JTS00000000JOR           2016        M04                 3.8
JTS00000000JOR           2016        M05                 3.7
JTS00000000JOR           2016        M06                 3.7
JTS00000000JOR           2016        M07                 4.0
JTS00000000JOR           2016        M08                 3.7
JTS00000000JOR           2016        M09                 3.8
JTS00000000JOR           2016        M10                 3.7
JTS00000000JOR           2016        M11                 3.7
JTS00000000JOR           2016        M12                 3.7
JTS00000000JOR           2017        M01                 3.7
JTS00000000JOR           2017        M02                 3.8
JTS00000000JOR           2017        M03                 3.8
JTS00000000JOR           2017        M04                 3.9
JTS00000000JOR           2017        M05                 3.8
JTS00000000JOR           2017        M06                 4.0
